P20273	Q07108
P17568	P56556
P01303	Q3C1V8
O75528	P49848
Q9NP70	Q9Y624
P34998	Q96RP3
P21580	Q9BYM8
P19532	Q9BZE9
Q3ZCW2	Q9Y6D9
O43318	Q16543
P61073	P61073
P60900	Q8N594
P08887	Q9UHD0
Q14318	Q96B36
H3BMG3	P62851
Q96A08	Q9P0M6
P08908	P11362
P38432	Q9UJX2
Q6IQ49	Q99459
P62906	Q9Y3U8
P62280	Q9BRX2
Q5EB52	Q5EB52
Q9BYD1	Q9Y2R5
Q13123	Q9Y388
P53350	Q99661
P62841	Q7L2H7
P40429	Q9NX24
Q0VD86	Q7Z5V6
O00567	Q9NQT4
Q6NT76	Q96HR9
P57052	Q96PU8
O75764	Q9Y2Y1
P20807	Q08426
P38919	Q9BRP8
O95995	Q4V328
O60927	Q12899
P60228	Q6NTE8
Q13263	Q9UER7
Q8N9N2	Q9H1I8
P62191	Q9UKV5
Q2NL82	Q6P3X3
P40937	Q8WVB6
P46781	Q9Y2R9
O75461	P01106
O00541	Q14137
O75462	O75462
Q7Z699	Q8NC06
O43172	P62314
O95971	P01732
Q8N3G9	Q96EC8
P35998	Q96LY2
P30613	P39019
P09919	Q13651
P05177	P09211
P40337	P61758
Q13291	Q13291
Q13148	Q8IUI8
P61421	Q9Y2Q5
O75528	Q92830
P62306	P83369
P05423	Q9NVU0
O14579	O95249
Q9BT30	Q9H9V9
Q15415	Q9BTL3
Q8WTT2	Q9H211
H3BMG3	P32969
Q8N5H7	Q9UGR2
Q08J23	Q9BZE4
P04637	Q13485
O60739	P46781
O75821	P40429
P42677	Q9NV31
Q70JA7	Q8IZ52
P35998	P62829
O14735	Q6PI48
P00709	P15291
P50591	P99999
Q6ZT21	Q9Y3D6
Q8WWB5	Q96HA8
O14523	P26951
Q68EM7	Q8IY63
P18850	Q92611
P13500	P48061
Q9P2I0	Q9P2I0
P99999	Q66K80
Q8WWZ3	Q9Y4K3
O75072	Q9H9S5
P55212	Q01826
O14662	Q96CN9
O43633	Q9NZ09
Q96AN5	Q96HR9
P78424	Q8IYS1
P13591	Q92186
O43172	Q2TAY7
P50914	Q96A33
Q69YG0	Q8N434
P21549	Q08623
Q96IQ9	Q9BYM8
Q5RI15	Q9NVA1
Q6P656	Q96M91
O14523	P35372
Q13838	Q9NR56
A6NHQ2	P62280
P35225	Q08334
Q8N485	Q9H714
P05156	P15529
O96000	P08574
O95159	Q3KNW5
P30085	P46777
P46087	P56537
P53367	Q9BSY9
Q7Z2W9	Q969S9
P0CG20	Q99932
Q13415	Q9UJA3
Q86UC2	Q9H0K4
Q04864	Q8IV13
P03372	Q8N895
P22735	Q9BYJ1
P12271	P23942
O75306	P13073
P82933	Q6P1L8
P46778	Q9HB96
O43716	O75947
P26367	Q63ZY3
Q8N8E2	Q8N8E2
Q8IV31	Q96DZ9
Q2TAC2	Q9H6X5
Q07627	Q9HCN3
Q3KP44	Q3KP44
O75344	Q8N720
P37231	Q9UBH6
P49917	P54278
O95872	Q6DKK2
Q9UHF1	Q9Y223
P49458	P62273
P54253	Q96HC4
P17480	Q9UNA4
Q09028	Q92560
Q9UPQ8	Q9Y6A1
P05067	Q9NZ52
O00567	Q96EX1
Q99798	Q9P2R7
P05198	P48643
O43684	Q9BZD4
Q7Z4V0	Q9HC98
A4D161	Q3LI59
P16278	Q9BYG0
P01375	Q8IUN9
A8MXD5	Q9NZA1
P41091	P61221
O43603	Q401N2
P62306	Q9Y421
O95455	Q9NR50
O00471	Q96E40
P61599	Q9GZZ1
Q8N6L0	Q8NA31
Q58WW2	Q969U6
P25942	P36941
P15880	Q16740
P25786	Q674X7
P39748	P51665
O43915	P49767
P07492	P20396
Q9H160	Q9H2F5
Q9NU23	Q9NWU1
Q8IYX8	Q9BZW7
P15954	P17568
Q8N6S4	Q8N6S4
P49821	Q8TB37
Q9H6T0	Q9H6T0
Q86UL3	Q96G97
P09622	P53597
Q13601	Q9BSC4
Q8NI36	Q9UKD2
P10145	Q9Y258
P20290	P62263
O15235	P61011
P37173	P61966
Q9BYC8	Q9Y291
O14874	Q8N3J5
Q13895	Q9BUZ4
Q86UN6	Q9H1P6
O43143	Q9BV90
O14929	Q96N21
Q96EY7	Q9P015
P19838	P42081
Q8WVT3	Q8WVT3
Q8NFX7	Q96A65
P57775	Q9Y297
Q92567	Q92734
O96009	Q06710
Q13098	Q96SW2
P46782	Q01780
O76071	Q9Y697
Q15125	Q9NV29
P62256	Q8TBC4
P17987	Q9BUR4
Q9BQD3	Q9NQZ6
P60484	P62136
P62875	Q9H3P2
O75330	Q9ULW0
P09038	P11362
P02775	Q9H2A7
O60832	P55769
Q8WYA0	Q9H7X7
O75489	P00395
P09211	Q96SQ9
O75821	P42677
P20036	P20963
P54829	Q15256
P02649	Q9NZ42
Q5FWF5	Q92830
O00253	Q15761
Q08J23	Q96MU7
Q96EH3	Q9P0J6
O15498	P55735
O15235	Q96RP9
P56746	Q96B33
O43765	Q16322
Q04864	Q9UBY9
Q7L3V2	Q96D09
Q5JVS0	Q6NTE8
O00567	Q9BRU9
P23769	Q01362
Q5SNT2	Q9Y320
P26641	P78371
P54278	P78549
P47897	Q99081
Q6UXN9	Q96QC0
O15321	O43633
Q96GA3	Q9NY61
Q15080	Q9BZE4
Q14166	Q8WU58
O95936	Q9H2W2
P31939	Q06203
P20042	P63220
O60829	O60829
P25398	P61313
P61927	P62851
Q5VSY0	Q8N4P3
Q9H6Z4	Q9H6Z4
Q8WVC0	Q9GZS3
P46777	Q8WU90
O75461	P61244
P07476	P32926
P19447	Q9P086
Q9NWU5	Q9NYK5
P18077	Q9GZL7
Q8NHQ1	Q96BV0
Q86VW0	Q9UJ41
O95273	Q8N393
Q8NI36	Q9Y3T9
Q8TDN6	Q9UQ80
Q96NT0	Q9NYB9
Q9NPI9	Q9P2W3
P27635	Q9NWU5
Q86V81	Q9Y3Y2
Q5VXM1	Q9NR50
P53803	Q9NQP4
Q16739	Q9NR71
Q8TBE9	Q9Y223
P01730	Q6UWB1
Q13042	Q96GI7
P36382	Q96JW4
O14964	Q12824
Q9BV38	Q9H211
P31040	P49411
P60866	Q9BYD2
P20273	Q96HA8
Q96L92	Q96L92
Q5BJH7	Q9UI14
O75448	P62875
Q8IYL3	Q8IYL3
Q19AV6	Q92889
Q07627	Q96C55
O75394	Q9NX20
Q96FZ7	Q9NZZ3
Q9NYL2	Q9NYL2
O43159	Q13601
P19387	P26641
O43172	P55769
P22033	Q9NPF0
Q13425	Q96G28
P49915	P54136
Q8N7M0	Q96EX3
Q8TAE8	Q9P0J6
P57772	Q9BVL4
O43676	O95139
O14625	P13501
Q13823	Q9UNX4
O95263	P55263
Q5T2D3	Q9UGI0
P01344	P05121
P22695	Q86UT6
Q96NA2	Q9BXW6
P24863	Q96N21
P82932	Q9H2K0
P34810	Q969L2
Q16082	Q16082
P82932	Q5T2D3
Q5QJE6	Q8IY81
Q96D46	Q9GZL7
O00560	P08962
P60002	Q96ST2
Q12788	Q9GZS1
Q15050	Q9H5Q4
P43246	Q9Y6H3
P78316	Q9ULW3
O15446	Q9UHA3
P78381	Q16880
Q9NW75	Q9NW75
P80217	Q9HA92
P38936	Q9UBB9
Q16630	Q9Y3Y2
Q13064	Q92870
Q8N4L8	Q9ULX6
O14672	Q99961
O43677	P56385
P54274	Q9BUR4
P50579	Q9HBH5
O95166	Q8TC07
O95391	Q9BZJ0
Q8TCC3	Q9Y2Q9
Q5SQN1	Q9NR31
Q15465	Q96NR3
O95159	Q7Z7G2
Q15102	Q9Y6K0
P01160	P05305
O60341	Q9UPT5
Q6ZSB9	Q8N680
Q13123	Q13123
H0UI37	P51398
O00566	P42677
P05198	Q9NV31
Q09028	Q9C0K0
Q92911	Q9ULQ1
Q4U2R6	Q9P0P8
Q53GA4	Q96QS1
P28069	P28069
P19388	Q9UHV9
P21673	Q00587
O60783	O60783
O95400	Q92530
Q86XF7	Q9BYP8
P09001	P62899
P05388	Q9NX24
Q8NB16	Q9NQC7
P08865	Q9BRS2
Q8N6L7	Q8N6L7
Q92783	Q96H20
O75185	Q8WXU2
O43312	O43312
Q9C005	Q9NW75
Q64LD2	Q969L4
P51687	Q99627
Q5T653	Q9NVS2
P22090	P46779
O95183	Q8N5M9
O75380	P10109
P62829	Q969S3
O00206	Q9BQ08
O75771	P12004
A0A1B0GUV7	P62899
Q8NEY3	Q8NEY3
P20809	P49771
O95149	P62826
P17987	P61604
O43167	Q8WV44
Q96PU8	Q9Y2X0
P40429	Q8WTT2
P02778	Q92985
P21673	Q86W67
O00303	O15372
Q8NEM2	Q96B01
P02766	P19652
P62888	Q969V3
A4D1E9	O95900
Q15572	Q9UNA4
P23396	Q9UHA3
O75448	Q13503
A1A4Y4	Q14457
P35249	Q96B01
Q8N5Z5	Q9UBV8
Q6NXT4	Q9NY26
A2RU14	Q9BZL3
P19388	Q16594
P26436	Q8NHZ7
Q6IPU0	Q92674
Q6Q788	Q8IV16
Q99447	Q9HBU6
O75461	Q7Z4G1
O95817	Q9NV39
O95644	P17947
Q07011	Q9Y5U5
Q8N3R9	Q96JB8
Q16348	Q9H2X0
Q8TDT2	Q96CM8
P99999	Q96EB6
Q68CQ4	Q9BV38
Q8WUI4	Q9BQI9
P61619	Q9UKD2
P05166	Q02252
O95208	P36406
Q16082	Q96LK0
Q9NZJ0	Q9NZJ0
Q63ZY3	Q9NU63
P01375	P78536
Q07973	Q9Y2D0
Q96IW7	Q96MV1
Q6NXP0	Q6NXP0
Q96NS8	Q96NS8
Q9BUZ4	Q9H8Y8
P01732	Q07108
P82650	Q96EL2
P62191	Q9UNM6
Q02878	Q96A35
P01106	Q13616
Q5BN46	Q8TC29
A0A096LP55	Q8TF08
Q96PM5	Q9NVV5
Q15306	Q9BZS1
O00206	P02649
O75396	Q9Y678
Q8WUD4	Q9BZI7
P09132	P17861
P42677	Q6W5P4
P30040	Q96HE7
Q14714	Q9Y4J8
P51843	Q07020
P49023	Q8N8B7
P62249	Q9BRX2
O15169	Q92837
P02741	P02768
Q5SR56	Q96MX0
P40429	Q9H9Y2
P01584	P14780
Q9BVJ6	Q9H501
Q13148	Q15554
O95456	P20618
Q8TF50	Q96JP5
P48539	Q9NYB0
O76021	P46781
Q01081	Q96A72
P62805	Q9UBU8
Q9H9J2	Q9NWU5
P55273	Q92570
P31153	P34897
Q64LD2	Q96DI7
P62314	P62316
P24752	Q8WX92
Q6NT76	Q9H672
P04553	P04553
O00488	Q96EY4
Q86Y33	Q8N1B4
P0DTL5	P0DTL5
P37231	P51608
Q96EE3	Q9BTX1
Q96CB8	Q9NV88
P26373	Q8N0Z6
Q15397	Q99848
Q14974	Q99558
Q08426	Q9NQ48
Q99856	Q99856
P31040	Q99798
Q8WY98	Q96BA8
Q09161	Q8IXH7
P10145	P15018
P01008	P02656
P28330	P42126
Q13206	Q86U38
Q14118	Q9P2X0
Q96PU8	Q9NX70
O15235	P08865
P27694	P35250
Q9H8E8	Q9NRF9
Q5JRM2	Q96E11
Q8N983	Q9Y3D5
Q6PF18	Q7Z4V0
Q8NBD8	Q8TED1
P04637	P05231
Q4U2R6	Q8IXM3
P0CG20	Q16082
O95992	Q9UKR5
Q96FX7	Q9UHA3
P48023	Q92851
P55072	Q9H7H0
P14678	Q96RS0
Q6IAA8	Q8NFG4
Q5RKV6	Q9GZS3
O00574	Q9UBD3
P03915	P10606
P01225	Q8TDV5
Q96EB1	Q9HB65
Q8IUC2	Q8IUC2
Q16204	Q16204
Q12874	Q5VWI1
P02647	P02671
O15117	P78324
P0CG48	Q9Y239
Q3KNW5	Q96EC8
O60869	P49771
P25106	P48061
Q13164	Q14814
Q12864	Q12864
Q99708	Q9H9A7
P05093	P14061
Q86WT6	Q9BXY8
O75925	P10275
E9PQX1	Q5SY80
Q14627	Q969D9
P42677	P62906
P37837	Q99798
O75934	Q9H0I2
P17568	Q15653
Q6P2C8	Q9H668
Q3B820	Q9UGI0
P38919	P62995
Q8N1K5	Q8WXC6
Q0VD86	Q9BTV6
Q13901	Q9Y3B2
P62899	P82675
Q66PJ3	Q9H4P4
P51948	P62487
Q06432	Q96MV1
P01225	P11511
P51608	Q9Y6K1
P27694	P56282
P62750	Q9BRT6
Q8NFU3	Q96EN8
P78426	Q8HWS3
P82673	Q9P015
P54886	Q9UBP0
P14678	Q9NX24
Q9BSC4	Q9UNX4
P36578	Q00987
Q8TDD1	Q9NY93
P19838	P78556
P52435	Q15542
P08559	P11177
P36578	P63241
P01574	P09919
O75616	Q9NUL7
P50991	P53041
P05198	P50991
Q9BV40	Q9P0L0
O15195	Q96CV9
P48507	Q9UJ14
Q5SR56	Q6UX98
P20273	Q9NV12
O14880	Q6RW13
Q06546	Q9UBK2
P41250	Q9NP81
P62826	Q53FD0
Q15046	Q6PI48
Q05519	Q8WXA9
P25098	P30556
Q8TBE3	Q92982
O15371	P36578
P31785	Q01113
O43772	P51659
P25788	Q53H80
Q6PH81	Q6PH81
O95995	Q7Z3I7
P31948	Q8IWD4
P25208	P48382
P10636	P26196
Q8N1S5	Q9Y6M5
Q04941	Q8TDV0
P02818	Q9GZV9
O15371	P62829
Q96LR2	Q9NYB9
Q9NW13	Q9NY12
Q96BP2	Q9Y399
P10515	Q02252
P61964	Q9NYB0
O95825	P28838
P60484	Q92560
P49411	Q9NX20
P34913	Q13126
P07766	Q6PIZ9
O15541	O60508
P17405	Q99523
P62304	Q6IEG0
Q92542	Q9NZ42
P29350	Q9Y4K3
O76003	P35754
O95478	Q96IZ7
P55036	Q9Y244
P62266	Q9Y450
Q14974	Q9UI26
P09693	Q969K7
O43805	Q9UBP0
O43707	Q9Y2D8
Q9NRX2	Q9Y606
Q8N307	Q9H3R2
P62314	Q96A72
P32969	Q9Y399
Q5T1N1	Q8TDN6
P01583	P13500
P42568	P42568
P37108	Q9Y3U8
O96007	P25325
A8MQ03	Q9BX59
Q969R5	Q9NRD5
O00566	Q9NQZ2
O75190	Q9BRX9
Q8N9T8	Q9Y3A4
P03897	Q8IXL6
Q96FF9	Q9BZD4
Q9H425	Q9NX14
P14373	Q96E35
P62508	Q05D60
Q86TL0	Q9H0Y0
P03915	Q9P016
P00403	Q16795
P14635	Q8IX90
P61313	Q8IY81
P51636	Q9NZT1
Q6H3X3	Q6H3X3
P49406	Q8N5N7
Q53H12	Q6NUI2
O00541	P61927
P78556	Q07325
O14511	P15514
O60519	Q16236
Q9P0L2	Q9UK80
P60866	Q8NA23
Q8N9T8	Q96GA3
O76021	P62888
Q13895	Q16637
Q13868	Q6NZY4
Q8N2Z9	Q9NPI8
P62304	Q5BKX5
Q69YI7	Q69YI7
Q9BVN2	Q9NX04
O75312	Q9HBF4
O95433	Q15185
Q6PEY1	Q9GZY8
Q96CU9	Q9P0J0
P61221	P62280
O95872	Q9UL33
Q96RN5	Q9BTT4
Q13084	Q9HD33
P33121	Q6PCB7
Q6P1L5	Q9Y3C5
O75190	Q494V2
O75752	P06280
P49406	Q9Y3D5
P16070	Q92839
P43489	Q9BZS1
Q8IXM2	Q8IXM2
O75446	Q86X95
O43502	P12004
P60228	Q8IY42
O15049	Q9BVN2
Q8N0X7	Q8NHH9
Q14241	Q4V328
P54252	P54252
P62314	Q8WWY3
Q15043	Q6XR72
Q0VD86	Q99932
P16070	P20849
P02654	P27169
Q92968	Q9NR77
P11912	Q92685
Q96AP0	Q9H477
P62269	Q7L2H7
Q15906	Q9NXR8
P25705	P55344
Q9BYC9	Q9NYK5
Q9UIG5	Q9UIG5
Q96B77	Q9BU61
P09669	Q86Y39
P25791	Q5JVL4
Q2M3D2	Q8IYI6
Q8IWE4	Q969M7
O00560	P98172
P78406	Q7Z3B4
P60201	Q8N5M9
O14936	Q9H788
Q07020	Q9H173
Q92583	Q969D9
P48735	P53597
O15514	Q96CW6
A1L4K1	P28070
O15265	Q9P209
P0CG48	Q13616
P07686	P15586
P38646	Q92598
A0JLT2	Q6P2C8
P0C264	Q13868
Q6UWV6	Q6UWV6
P08779	Q7L775
O75425	Q9Y5U9
P82675	Q9Y676
Q6P161	Q9NYK5
O75489	Q9NX14
Q5T653	Q7Z7H8
O00204	P05108
P48047	Q96E11
O75419	Q53EZ4
Q16543	Q8TD10
O15060	Q9BZW7
P43243	Q96LT7
O75031	Q9NVN8
Q3KNW5	Q8WY98
P05113	Q99650
P61353	P61513
Q9NRX1	Q9Y2X3
P82921	Q9BYC9
P26367	Q01860
Q9H944	Q9NPJ6
Q8IY31	Q8IY31
Q8N3X6	Q8N3X6
Q6NX45	Q8IVT2
P05067	P41227
P43897	Q15029
P52758	Q96GA7
O95503	Q9NS66
P60866	Q5T2D3
P0DPB6	Q96EY4
Q9BQG2	Q9HAN9
Q13057	Q8TAT5
Q8N3V7	Q8N3V7
Q9NR33	Q9NRG0
Q96BT3	Q9NYP9
P04003	Q9UBC9
P05388	Q8WTT2
Q86U38	Q9NY61
O00767	O15254
P01106	P41182
Q5VZQ5	Q8N7X2
Q53G59	Q9UF56
Q8IXK0	Q9HC52
Q8TAP6	Q96IZ5
Q15397	Q9UHA3
P62136	Q99459
Q96EZ8	Q9H3D4
P61011	P82912
O00585	O15444
O95400	P62304
P62857	Q7L2H7
P62829	Q9BT17
Q12996	Q9H0L4
Q86UW9	Q9NV39
P0C5Z0	P62805
O14734	Q16836
O95988	Q9Y4Y9
O94762	Q8IXW5
O43829	Q8TBK6
Q99832	Q9HCN8
O75448	P62487
Q9H9E3	Q9NRW7
Q7Z699	Q8IUI8
O43920	P00156
Q3LXA3	Q8IVS8
P00540	P0DPK4
P61964	Q9H2F5
Q9UBP6	Q9UNQ2
Q15008	Q8IYT4
P18077	Q9BYD1
P27635	Q96A35
P39019	P46782
O75386	Q13099
Q15465	Q9NP95
O14561	P03891
P04183	Q96EY9
O00488	Q969Q0
P19438	Q9Y6K9
P42766	P62081
P18847	Q9BUX1
Q9HCG8	Q9HCG8
P31153	Q93088
Q9H900	Q9H900
O75306	P19404
Q9NZT1	Q9NZT1
Q14194	Q14194
Q6PL24	Q8TBM7
Q3B726	Q9UNX4
Q96BP2	Q96E11
P51809	Q9UEU0
Q13490	Q9NR28
Q13950	Q9UBK2
Q8N4M1	Q8N4M1
O00421	O15444
P05388	Q9H9Y2
Q7Z5P4	Q96N66
P50914	Q9Y221
P05155	P21730
P10721	Q92481
P53350	Q5BJF6
P47900	P49961
Q13435	Q9H2I8
Q96EK4	Q9H0W7
O96000	P05455
Q9UGK8	Q9UGK8
O75031	Q504U0
O60832	Q92979
O14745	Q5T2W1
Q16718	Q8N183
O43592	Q86UY6
O60603	O95760
O43665	Q92888
P62277	Q8NI36
O76071	P61221
Q13685	Q8WTP8
P05198	P62906
A0A1B0GV85	Q9BQ48
O60701	O95455
Q86SX3	Q9UJT0
Q5SY80	Q86XQ3
O00303	P18077
P37840	Q9UNS2
P0C1H6	Q7L5Y6
P54219	Q99519
P18510	Q14116
Q9BYV1	Q9UJM8
O43929	P33991
Q13561	Q6QNY1
O60783	Q96BP2
Q96CB9	Q9H2W6
Q13610	Q9UNQ2
Q8IU54	Q9UHF4
Q2WGJ6	Q9BYN7
O15235	Q9Y2Q9
P25942	P42081
P33681	Q9BQ51
Q92886	Q92886
P01225	P29274
P86790	Q9H270
O14745	Q9Y2H0
Q96GC5	Q9UI43
Q15645	Q9NZ81
Q9NUL7	Q9UKD2
P34910	Q8IUD6
Q14254	Q6UWV2
Q99848	Q9NQ55
P82675	Q6NTE8
O14925	Q9Y512
O43914	Q496F6
P14416	Q9NRI5
P26678	Q09013
P35269	P42568
P08708	P62241
Q7L8W6	Q9BTV6
Q2MV58	Q86X19
Q9HCG8	Q9HCS7
P20783	Q99523
P11836	P40259
Q9NV31	Q9Y399
Q9GZP9	Q9H0Q3
Q6PI77	Q8IVT2
O76024	Q96B97
P49411	Q9H1Y0
Q9UHK0	Q9UHK0
O15446	Q92759
Q8NI77	Q9H8V3
O15217	P36269
O00488	P46778
O75414	O75414
O75154	Q6ZP65
P09630	P20719
P82663	Q9Y291
O60869	P39019
Q9P0K1	Q9UKQ2
O15514	Q75QN2
P82930	P82932
Q09028	Q8IXM2
Q3MIX3	Q9NZJ6
O14964	O94955
P62280	Q9HBM0
P10636	P34998
P23763	Q6PUV4
P51991	P52298
P61218	Q12962
Q99685	Q9Y2T6
O15160	P63272
P14927	Q8TF08
P04637	P18847
O14964	Q9P2B4
P78424	Q16543
P61218	P62263
Q6W0C5	Q6ZN17
P11310	P40939
O00311	Q9NS91
P59551	Q8TE23
O76024	P45880
Q58WW2	Q9NXF7
Q92665	Q9Y3D5
P48061	Q9NZQ7
A6NMX2	P23588
P21589	P27815
Q6NUQ4	Q99442
Q7RTS5	Q7RTS5
O15516	Q10586
P05387	Q9NX24
O15228	Q13574
P08887	P98077
P01375	P37231
P13073	Q8TF08
Q6DKI1	Q9NWU5
Q6UWU4	Q6UWU4
O14649	O95279
Q53EZ4	Q8IYX8
O95376	Q15370
P15880	Q9BQ48
P62888	Q6W5P4
P35268	P63173
P13725	P13725
P42226	Q9UHD2
O95782	P49418
P28676	Q8NFV4
Q8NHQ1	Q9C086
Q16873	Q9NS75
P38919	Q13356
Q6P087	Q9HD33
O15342	O75787
O43505	Q8NAT1
P41091	P61313
Q5VZM2	Q9Y664
P04637	Q8WYQ5
P35240	Q86WT6
O43181	P51970
P00505	P57740
O75971	P37198
Q92989	Q9UKF6
Q04206	Q14653
P36954	Q8IXW5
Q15008	Q9UNM6
O15235	P27635
Q8TBB1	Q9H7P6
Q8TAB5	Q9NYB9
O14949	Q9H425
P46781	Q6DKI1
Q9H0W7	Q9Y5Z7
P01375	Q99836
P20810	Q9Y6Q1
P32248	Q96E93
Q96G42	Q96G42
P04233	Q9BSC4
Q02878	Q96IZ7
O14556	P11413
Q96L08	Q9BVK8
Q8IVS8	Q9Y5P6
Q8WUH2	Q9H270
P13073	P18859
Q9UBR4	Q9UBR4
B2RUY7	Q9NWN3
P16671	P50991
P62266	Q8N983
A0A096LP55	O43676
Q9H2G4	Q9HD64
O43298	Q9UBU8
P55212	Q9UK76
P15248	Q92583
P62314	Q9UHI6
Q14258	Q9Y4E8
O75582	Q9NYL2
P78424	Q8NA54
P62318	Q9H814
Q13309	Q93034
Q96IF1	Q96IF1
P23396	P61254
P0CG48	Q13490
Q6ZVK8	Q9UKK9
Q6UWY0	Q8NBK3
O00541	Q9NV31
O14964	P37198
O75530	P26010
P06748	P61513
O00401	Q99828
P38432	Q9P291
P36578	P57772
P00403	Q9P0J0
Q86TS9	Q9P0J6
O95817	Q05215
P52655	Q9Y3C7
O76024	Q8NBM4
Q70CQ3	Q9NX47
O43765	Q6GPH6
P49407	Q14457
O75841	Q71RG4
O00461	Q14746
Q5RL73	Q9Y388
O43660	Q96E66
Q6ZTQ4	Q969S2
O75881	P14060
Q99633	Q9BW85
O43914	Q9NY25
O95139	P03905
O95219	Q8WW35
Q16572	Q96IZ0
Q92989	Q96MU7
Q8NAV1	Q9NW64
P59646	Q96DB9
Q15116	Q7Z6A9
P05067	P61278
P46779	Q5JPH6
Q504Y3	Q504Y3
Q15020	Q9UK45
Q9NQ50	Q9NYK5
P61247	P61247
P07686	Q13064
A8MQ03	Q9H0I2
Q8WV44	Q9Y577
P05231	Q9NWZ3
Q6TCH4	Q8TED1
O15169	Q14194
P48023	P98170
P26368	Q96PK6
Q2TAP0	Q9Y397
O14511	O14944
O95168	P03891
O75390	P24752
P56279	Q0VD86
P56537	Q9GZL7
O60663	Q96KN3
Q02878	Q9Y3U8
P82914	Q9Y6G3
P01574	P60568
P61513	P61513
P49411	Q15046
P49207	P62241
P19387	Q00403
P16671	Q9UBK2
O43290	P08621
P13639	Q05639
Q96KB5	Q96KB5
O60260	Q6ZNA4
P29350	Q15116
P11597	P55058
O76094	P61313
P78560	Q8N3I7
O43660	P83876
P01732	P18627
Q15369	Q6P1J9
P62081	P62241
Q16540	Q9Y6G3
O15235	P62081
Q13416	Q9BWE0
Q5T7W7	Q9NRD5
Q8WTS1	Q9NUH8
P24534	P27635
Q9NPE3	Q9P0U1
Q14CW9	Q70EK9
Q16543	Q8TD31
P49023	Q14155
O95139	O95298
Q96CV9	Q9NWS9
P26440	P38117
O95786	Q14790
Q8IZ20	Q9BQY4
P42785	P42785
P05026	Q9H0Q3
P51808	Q8TF09
P63241	Q969Q0
Q96EL3	Q9H0U6
P31350	P49643
Q9NV06	Q9NV06
Q969V4	Q96LT6
O95273	Q8IYE0
Q3KNW5	Q96AN5
P58557	Q8NFU3
O75822	Q7L2H7
Q00403	Q9P086
Q13137	Q9Y4P8
Q5W0V3	Q5W0V3
Q13084	Q9BYC9
P02746	P05090
O15392	Q86XJ1
P09038	P49771
P03886	Q9NPL8
P07988	P35247
Q8N720	Q9BRQ3
P05067	Q02156
P49848	Q9NPA8
P40337	Q9BT78
Q96BN2	Q9NS73
P46778	P61353
P46782	P49674
Q6NTE8	Q9UNX4
Q14181	Q8WVB6
Q12874	Q96I25
O95229	O95235
P35222	P49023
P01579	P10451
P13224	Q9BYB4
O60870	Q15459
Q6P1L8	Q9NUL7
O15499	O75344
O95936	P26842
P53384	Q6FI81
O15342	P56134
P48201	Q96IX5
O14920	O43318
O95336	P52209
P09132	P61254
P01732	Q13291
P48643	Q99932
Q96AJ9	Q9BV40
O00230	O00230
P48201	P56378
Q8N427	Q9UJ68
P36406	Q9H257
Q8IYB3	Q9BXP5
P55263	Q9Y3D8
O60512	Q9NPC4
Q7L2Z9	Q9BU64
O15160	P46087
P38919	Q9NXE8
P82914	Q96EY7
B3GLJ2	H3BQJ8
Q5VT66	Q5VT66
Q92890	Q9UBP0
P61353	P61353
O60447	Q14241
O43824	Q96DV4
O76024	O95256
Q8TF50	Q9H7X3
P49914	P49914
P16471	P16471
P06733	P07738
O75792	P40938
P01100	Q9BT78
P07359	Q9P126
P10415	Q00987
O75899	P48169
P04637	Q9UNL4
P62750	Q14684
P02724	Q08722
Q9H0C1	Q9H0W8
P26367	Q16204
P02768	Q14264
Q53EL6	Q53EL6
Q15796	Q15796
Q8WW34	Q96HJ5
O75771	Q9UIF7
O75394	P32969
P61165	Q9Y6A9
Q16540	Q96EY7
P23588	P41091
Q96S15	Q9NXC5
Q3SYG4	Q8TAM1
Q16667	Q9ULW0
P15248	P42701
P01375	P05121
O00442	Q8TED0
P20290	Q02543
O43676	Q8N183
Q15435	Q96T49
Q13094	Q13094
P01100	Q86X55
Q8IVT2	Q8N443
P82930	Q92552
P62917	Q9HD33
Q96BN2	Q96ES7
Q5VU69	Q9H7Z7
Q8IWA0	Q9BXY0
P51857	Q9H2F3
Q8N7U6	Q9UL16
Q9NS69	Q9Y3D7
P13473	P36639
O15520	P26022
P01040	P01040
Q6P5X5	Q8N9N5
P03901	P10606
P32969	P47914
P34972	Q9P0M4
O76021	Q86U38
P48643	Q9H0F5
O75716	Q93015
P78316	Q8N9T8
Q96AB6	Q96AB6
P42677	Q9UKD2
Q8N205	Q9UEU0
P62906	P82933
O43765	P01282
P02766	P18848
O43490	P17813
P40337	Q01658
Q9HB07	Q9Y282
P00395	P17568
Q13216	Q9UBW8
Q9BXK5	Q9UKR5
O75390	Q86V21
P05198	P62917
O95995	Q15041
P02765	P04196
Q13526	Q92570
Q68CL5	Q6ZTW0
Q8TAP9	Q9NX36
P34897	Q8NCN5
Q6UWM7	Q9GZV9
O95072	O95816
P16070	P21583
O15514	Q9H944
Q13084	Q9BYD3
A1L190	Q96ES7
O00300	Q8TDD2
Q9BQE4	Q9C0D9
O60739	P62753
Q8WYA1	Q99814
Q4ZIN3	Q96GF1
Q9GZS3	Q9UBB4
O00548	Q13485
Q96BZ8	Q9NRI5
Q674X7	Q674X7
Q09161	Q86U42
Q13099	Q969G3
Q96HR9	Q9BQ24
Q04206	Q9UDY8
