P81760	Q9SR70
O04573	O23181
F4IRW0	F4J8V5
Q01667	Q8VZ87
P0CAP4	P56804
A8MR00	Q1ECR9
Q9S7H1	Q9ZQG8
Q9SY69	Q9ZUU7
F4ITL6	Q0WPQ2
Q8VY77	Q9LTR2
P56808	P93311
P23321	Q41932
F4J078	Q8W4J8
P56807	Q9MAP3
O23593	Q9SKX4
Q9LMP7	Q9M2D8
Q8LBB2	Q9LF97
Q6NQ64	Q9SFF4
Q1PFW3	Q9SUC3
Q39204	Q93ZM9
P92949	Q8LE59
Q8S307	Q9FMZ0
Q38833	Q9M3B4
Q8LF41	Q9LY91
P0CJ66	Q93YU6
Q9FVI6	Q9FVI6
Q8VYD8	Q9SJ98
P92959	Q9FJP3
Q93Y39	Q9LRZ3
F4KIX0	Q96250
Q9FHH1	Q9SX27
Q8L9H6	Q8W261
O04921	Q93ZB6
O23404	P17597
O49203	Q9LK61
F4JHA2	Q8L6Z4
O82170	Q9CA36
Q39102	Q9XJ35
O82462	Q9MAP3
Q680Q4	Q9SJN0
Q9FJG9	Q9ZUZ6
P56763	Q9C950
O22151	Q946Y7
P56755	Q9LYR2
A0A178VEK7	Q8W104
O48726	Q9SII8
Q93V88	Q9LZ86
Q39041	Q9T071
Q8LFJ8	Q9FME0
O04196	Q9LV91
Q9FVS9	Q9M209
Q9FYF9	Q9FYF9
Q8GUI6	Q8GZB6
Q8VZ50	Q9LPK5
Q9SLC3	Q9SU29
O81822	Q9FIT9
O48676	Q501D8
P56778	P61841
P26289	Q8RXS1
O65312	P93831
Q2V488	Q9LZS6
O81836	P42551
Q0WNZ5	Q9ZSS6
Q9SB50	Q9SJE1
Q9LXU0	Q9ZVH0
O04017	Q6S591
Q9M8S0	Q9XE58
Q9LFE2	Q9M8Z5
O65312	Q9LXR8
Q9LE33	Q9LZC3
O65708	O81898
A8MR65	O24646
A6QRA1	B9DG24
Q700C7	Q9SV72
Q9FIC3	Q9LF68
O49603	Q9LD55
P93311	Q33884
Q8RXS1	Q9SCY3
O80800	Q9FLX8
Q01667	Q9SCY3
P56766	Q37165
F4I312	Q9SEL5
Q38885	Q9FLN4
F4HSD5	Q9SZB2
Q3ED38	Q9M2P8
O22160	O22160
Q94BU8	Q9SJM7
Q680Q4	Q84JU6
Q9FME4	Q9SY69
P42762	Q9FKP8
P56773	P56777
Q93ZG3	Q94BQ3
P56755	P56765
O23049	Q941A0
P92963	Q9SFC6
O22870	Q9LDD5
Q0WWT7	Q93WI0
P56758	P56794
Q94JM2	Q9ASV6
Q1KPV0	Q42545
O81208	P93735
F4JRB0	Q9XEE6
F4K265	Q8RUS5
Q01667	Q9XI73
Q43314	Q9ZUR7
F4IF99	P0DKB7
O80683	Q9LS54
Q9M160	Q9M161
Q8LAL2	Q8LAL2
Q9M811	Q9M811
P46897	Q9M7Q3
Q8RWS0	Q9FF61
Q4PSJ7	Q8VZ95
F4JBX1	Q9SI57
F4K0E8	Q9C6T1
P56756	Q9CAC5
P56805	Q9LK61
P56798	P56808
P56778	Q41932
Q9FL82	Q9LJ68
P26289	P56806
P56761	P56804
P82718	P82729
Q8RXU6	Q9M0V4
Q9LK61	Q9XJ27
P56799	P56802
O04603	O82234
P0C7P8	Q9FGL1
P56798	Q9LY66
O80796	Q9SKT0
P56758	P93303
P56780	P56782
Q6R0H1	Q9LVG4
Q9C4Z7	Q9FIG9
P56808	Q9M1X0
O80842	Q93YN0
Q8LDW8	Q9M1G8
Q6NQK2	Q9SJF3
P56777	P56790
Q9MA96	Q9XH75
Q9SGD2	Q9ZVI7
A0SVK0	Q8RYD6
Q6AWX6	Q9M811
Q84RF2	Q9FMS7
O80805	Q9LT82
O80439	Q9FLN4
Q38932	Q9SAC0
P56792	Q8VZU4
F4IVU1	Q6NQN5
Q39061	Q9LW88
F4HPA7	P56763
B3H5J1	F4KB79
Q0WKY2	Q9C5C5
P56763	Q9SKX4
O82266	Q8H1E7
Q39249	Q43349
F4INA9	Q9ZRZ8
Q9FFD9	Q9MA63
P25873	Q9LRN8
Q9FN48	Q9LDK9
O80439	P42732
O80871	Q9LX14
P56754	P56792
P56770	P56792
Q940A7	Q9FH40
Q9LS54	Q9M8L3
O80796	P37107
O82499	Q9SAI5
Q9FGJ4	Q9ZR03
Q8VZP4	Q9SSF0
A9LLI7	Q93VC7
Q39017	Q8S4F6
P47924	Q8GWP5
P92959	Q9LT72
F4JF21	Q9XI19
Q9LVM2	Q9SUI4
F4KIN4	Q9C6Z3
Q9C7S0	Q9LVA0
O80931	Q6S591
P93014	Q9C8F1
Q700D9	Q9ZPW9
F4I3P9	O49730
Q8GYW0	Q9XIP2
Q9FNR1	Q9ZP59
Q8GW20	Q9ZVH7
Q700W2	Q9LVG2
Q43725	Q9LZ66
Q6AWX6	Q6AWX6
O64989	Q39103
F4KCE9	Q680U9
Q56YJ8	Q9SSD1
Q8GUI6	Q8L3P4
Q8VZ55	Q9FLN4
Q8W4I6	Q9CAF9
Q9FJX5	Q9SUV1
Q94B35	Q9CAK8
Q94AR8	Q9C9C9
Q9M8X2	Q9SJ41
P53780	Q84LM4
Q9SA60	Q9SUU5
P09468	P56794
Q9CA67	Q9LX31
O82660	P82869
Q9C7C3	Q9ZWA1
Q8RYE9	Q9ZVJ5
Q5EAF2	Q941C7
Q9LW31	Q9SJN0
Q93ZB2	Q9XFS9
O49434	Q9SJJ7
Q1ACB3	Q9ZSK1
Q8RWA5	Q94AP0
Q9M0E2	Q9SYL9
Q8LGI3	Q8LGI3
Q9FKK7	Q9T071
P41088	Q9S818
Q02166	Q9SJ05
F4IDJ0	Q9LIH5
O80568	Q9FUR2
Q8GWA9	Q8GYP6
F4JH53	Q2L6T6
Q9SZU7	Q9SZU7
Q8H1F6	Q8L3P4
A0SVK0	Q9LNW3
Q8H7F6	Q9FIC3
Q9AR19	Q9AR19
P26288	P56772
P56754	Q94AY1
Q66GR3	Q94JL3
Q9FL69	Q9SKB2
Q1H537	Q8LEU3
Q9C7A2	Q9SAR5
P43294	Q9SJW9
Q93VC7	Q9ZVT7
P42732	Q9LK61
Q84J62	Q8L9S1
Q6NN00	Q9LJD9
P56762	P56772
O49603	Q8S9L5
Q8L638	Q9C8W3
Q9FYC2	Q9SW18
P26288	P56766
Q9LNI2	Q9LRZ3
F4IV16	F4KFT7
Q38814	Q9ASY9
O82380	Q9SU75
Q6LA43	Q9SAG4
P62090	Q9S829
Q8W5S1	Q9LV04
Q9FE46	Q9ZTC3
F4JRC5	Q1PE40
Q9SZW4	Q9ZT63
P61841	Q6NLP2
Q8RWV0	Q9C6Z3
Q94JU3	Q9SZ75
P55826	Q8LEU3
P16180	Q9MAP3
Q8LCQ3	Q8LF41
F4J7A7	Q42029
Q94FL5	Q9FQ08
P56754	Q9T0A4
P56762	P56766
P18064	Q94AH1
O04603	P56762
Q9SU24	Q9ZQH2
O49603	Q8L6Z4
Q6LA42	Q9SEZ3
Q0WMZ5	Q9SCK3
O22252	Q8L636
Q6DUW7	Q6DUW8
O82132	Q06738
Q2MHE4	Q9LD83
Q1KPV0	Q9FHQ9
Q8RXX5	Q9LY66
F4HTT6	Q9XI73
O23160	O80931
Q9M1Q1	Q9SA94
Q42581	Q8GSJ1
Q9M1Y3	Q9M1Y3
O82462	Q9SJE1
Q58CM8	Q945M9
Q8VZ87	Q9SUI5
O04921	P55826
Q0WP36	Q39054
P56794	Q9LER7
Q9FIG9	Q9LD55
Q8GS60	Q9SB50
F4KAS1	O22264
Q8L866	Q9FNA2
Q84LH8	Q9LIE5
P56807	Q9LU64
Q94AY1	Q9LIR4
Q8LCQ4	Q9SUI6
Q9LDU6	Q9LZA6
P61841	Q9ASV6
Q9XI87	Q9XI87
Q8GYK2	Q9M3C6
O80634	P56766
Q5Q0H2	Q9LZX4
Q94AI6	Q9SCS6
Q52K95	Q6DUW8
P56751	Q9SQT4
Q38885	Q9SYL9
Q8H129	Q8VZR0
Q8L607	Q9SW21
Q9FLX8	Q9M9B4
Q94AQ8	Q9FL87
O64517	O64517
Q8LF89	Q9LYC1
P56806	Q95695
P26288	P56773
F4K6X0	Q9FG89
Q8GYT9	Q93ZF6
O50061	P25864
B7ZWR6	Q9STE8
Q8GS60	Q94AQ9
Q9LRZ3	Q9ZRZ8
P56807	Q8VZ74
O22795	Q84R11
Q9C5W0	Q9FMN2
Q8RXU4	Q9S7B5
O04603	P25873
O81852	P49078
Q42529	Q8LPN3
Q8VZ50	Q9ZQH1
Q8GUI6	Q9SQY0
O80931	Q84JS6
F4I0K2	F4JLC1
P56773	P56778
Q8VY91	Q9LY66
Q94AP0	Q9LVM5
P56762	P56773
Q8H1E7	Q93Y39
O24410	Q9LQW3
O49203	P51412
Q6DBA5	Q9FJL8
Q9FT81	Q9FT81
P29525	Q9SK09
Q0WVW7	Q9ZQ19
Q9C5J8	Q9FMD5
Q9FGH9	Q9SVC6
Q93VJ2	Q9SR96
P11490	Q93VA3
Q9LIE6	Q9M8L3
O22265	Q9XH75
Q84RD1	Q9LFE2
Q9FLX8	Q9SUU5
Q94CD1	Q9FMY1
Q9XJ35	Q9XJ36
O80439	P56791
Q93WC4	Q9ZTX8
Q9FWA6	Q9LKA5
O04420	O49434
Q0WSN2	Q93Z00
Q8RWN2	Q9LV04
O82413	Q94A94
Q8RWN2	Q940Q3
P51102	Q9M8X2
O65202	Q9LZC3
P56763	Q9ZSL6
P56755	P56783
P49107	Q01667
B3H5R8	O65278
P56759	Q9LF10
Q1PF33	Q8LB47
Q9FUA4	Q9SKK0
Q9LK61	Q9SB47
Q8H7F6	Q93WX6
P25873	Q9SJ41
Q7XA78	Q9SZZ8
F4IV16	Q9SRE0
P16972	P49107
B5X4Z4	Q43314
P56797	Q9SX68
P93311	Q9LER7
Q9FJH9	Q9FLT2
P56791	P56804
Q8GS60	Q9M591
O22795	O50061
P39697	Q95749
F4K410	P51412
P56759	Q9M385
O04492	Q9C5Q8
Q07473	Q9S713
Q6X5Y6	Q8W4L5
Q9FV53	Q9SYL9
Q9C9U2	Q9SA32
Q8GYY1	Q8LFR2
F4KCE9	Q8VY16
P56762	P56797
P56802	Q8VZU4
Q8LSZ4	Q8VZI9
Q38853	Q8VYJ1
Q9FT81	Q9LFE2
Q93ZB9	Q9SVM9
P35510	Q9LU36
P49107	Q8VZ87
O22943	Q9S713
O03042	P10896
Q9FJ82	Q9T0A4
Q8VZA5	Q9FFN2
Q9C7S1	Q9M0N1
O23215	Q6DBA5
Q9SUS4	Q9SY88
P56751	Q9SUI6
Q94AQ8	Q95695
Q9S829	Q9SL05
Q8L746	Q93XM6
O03042	P26289
O22397	Q9FWX6
Q680Z7	Q9FZ24
F4HVZ5	Q84WL6
Q9SKY9	Q9SVD5
Q8VY09	Q9M1G8
Q93VK5	Q9FGC7
Q0WPF2	Q9M9K1
Q45GQ7	Q8RX33
O50061	Q9M385
Q8LFL4	Q9LUA1
Q8GV43	Q9FLT2
O81852	P49077
Q8H0U5	Q9SZB2
P26289	P93311
Q500V5	Q946J8
O64750	Q9S7N7
P93296	Q9FMG4
Q9FGH9	Q9SX85
O24646	P42774
Q84VX3	Q9M209
P56780	Q9LR64
F4IP06	Q2V3L3
P92544	P92550
O04496	Q67XV2
F4J3G5	P37271
P56801	Q9M0V4
O82234	Q9XJ35
O82533	Q9MBA2
P31170	Q6NLV0
O04921	Q8S9J1
Q2L6T6	Q8GX78
P56797	Q9LER7
Q5MFV8	Q9FYG4
P0DKI1	Q9SX77
O23049	Q8RXX5
Q8L7R2	Q9SGU9
Q58CM8	Q93ZH2
Q9S9N6	Q9T0A4
P56805	Q9M0E2
Q9C642	Q9XFH4
Q06738	Q08298
P19171	P93822
Q42606	Q9LZ66
P56799	Q9SAI5
Q39218	Q56YA5
P27202	P56766
O48528	Q9ZUX4
F4K687	Q9SCP7
P56798	Q6NLP2
P56752	P92544
P56795	P56796
Q9C5I1	Q9LY82
Q9SS80	Q9SS87
P56759	P56807
F4JCX9	Q9SNB4
P56777	P61845
Q9M1X0	Q9MAP3
Q9C5R8	Q9ZR03
Q9AR07	Q9FNX8
P0C896	Q9LRN8
P56751	Q9LU21
O04351	Q84RF2
P82538	Q42029
Q8LF05	Q9FIU6
Q93VC7	Q9MAP3
Q9FVQ9	Q9LTF6
Q6X7J9	Q9ZSI7
P56754	P61847
O04046	Q38933
Q8L8M9	Q9FIT1
Q07356	Q9LG02
F4J078	Q93ZM9
F4IPE3	Q5XV40
O80931	Q9LIA4
Q84JK8	Q9C9K4
Q58CM8	Q8VY64
Q0WNR2	Q680D9
P56794	P56797
Q9C615	Q9M2D8
Q9FZ81	Q9LER7
P39697	P56798
Q9LQL0	Q9SRE0
Q9FGS5	Q9M817
Q9C969	Q9M8L9
Q1G3V9	Q9SI57
Q6NML5	Q8W5S1
P56798	Q9ASV6
P56756	Q37165
O82258	Q9SCY3
A0A140JWM8	Q9FYB5
F4IMH3	F4INA9
P39697	P56777
Q8VWI7	Q8W0Y9
Q0WRW8	Q8L856
Q84TI7	Q9M8S6
O50061	P56807
Q84TH9	Q9FN11
Q9FNN9	Q9SUK9
Q8RXN0	Q9C7F7
Q38796	Q9LK09
P56782	Q95695
Q9SIS4	Q9ZVC9
A8MRY9	Q84WB7
Q8W4E1	Q93ZT6
Q58CM8	Q9LVJ7
P83755	Q8LCQ4
Q0WR05	Q8LF41
Q9ZNR6	Q9ZNR6
P56752	Q9LVM2
F4JUU5	Q9C7S0
Q9C8T1	Q9LQK7
P56790	P56807
Q9FGC7	Q9M9F5
Q1G391	Q94AP0
P16972	Q9SUI4
O23702	Q0WSY2
Q00762	Q9C788
Q94AI6	Q9LXX6
Q7G959	Q9LU86
P56773	Q9S714
Q8VYL3	Q9M9A8
P93011	Q9FZ24
Q9FEB5	Q9LF97
P56755	Q9M9B4
Q9C7G6	Q9ZV08
Q84WW6	Q9C8J7
Q8RX79	Q9FLN4
Q84MB2	Q9LVI4
Q84MD6	Q9S714
Q8GYH5	Q9FWS3
O80831	Q8L735
P61841	Q8VZ55
O22229	Q9LU86
Q9CAJ0	Q9M7Q3
P82739	Q2L6T6
O23160	Q8H174
Q949Q5	Q9SHE8
P37107	Q9SYL9
O22208	Q8GTS1
Q9C7J6	Q9FFI5
O80439	P56804
P56751	Q9SUS1
Q9C7W4	Q9LMI7
Q8VY98	Q9FKV1
Q9FUY2	Q9LDT3
Q3ECR7	Q9SU24
P56780	Q39194
Q42371	Q9ZRF9
Q9S756	Q9SCZ4
Q9FG24	Q9FG24
Q9M2Z3	Q9ZQH2
Q38933	Q9FGC7
Q9ZPW3	Q9ZPW3
F4JYE9	Q9ASR4
Q84JE8	Q9M041
P56777	Q9SHE8
P42732	Q9M0E2
P48731	P48731
O23404	Q9ZW84
P56755	Q9SUU5
O49347	O82660
O82499	Q9FZ81
Q71N54	Q9SZR0
P62090	P83755
Q9CA69	Q9FFX6
O82162	Q9SJM4
P49063	Q9LW07
Q9FNZ4	Q9M1U4
P56783	P61843
Q39138	Q8GYN9
O24606	P19171
P56774	Q37165
Q6NNP0	Q6NNP0
O82387	Q9FV70
Q3ECJ5	Q8LFL4
O04603	Q8L9S1
B0M1H3	F4HRI2
Q9CAF9	Q9SVS0
B3H5E1	P0CAX9
O23166	Q9SCY2
Q6DUW8	Q9FZ54
Q93ZW0	Q9LIR4
Q56Y52	Q9LFL5
Q9CAV7	Q9CAV7
P31168	Q9SJN0
Q700W2	Q9SL49
Q6S591	Q9LZM8
Q8VY76	Q9C7X5
Q8L735	Q94A41
O04603	P56794
O03042	P56788
Q39233	Q9M2D8
P61841	P93014
P56760	Q37165
P56773	P62090
O80931	Q9FX53
Q9LU21	Q9S714
Q94JZ8	Q94JZ8
O22882	Q6DUW6
Q9FGX2	Q9FN11
O22795	Q9LFV0
P56797	Q38833
O81864	P82658
Q9M1Y0	Q9SCK0
Q9C5R8	Q9SEU6
F4I3P9	Q9LUL5
O82499	P61841
Q84W66	Q96318
Q6DBA5	Q93ZG3
Q8VZV9	Q9SA52
F4I8U3	Q3ECU1
Q8LG50	Q9FNA9
Q3MV14	Q9ZU34
P56761	Q9ZNX9
Q3E9I4	Q6IWA9
Q38885	Q84J62
P56763	P56774
O49347	P49107
O81032	O81884
P56774	P61841
Q8RXX5	Q9ASV6
Q9T0J4	Q9ZW88
Q42545	Q9MBA2
P37271	Q9SZ30
Q9SYM0	Q9ZVH7
O23404	O49562
Q9LIH5	Q9ZRZ8
O23160	Q38824
P93735	Q9XF91
B9DG24	O23215
Q07473	Q9SUI4
P51102	Q96323
F4KFT7	Q9ASY9
P0CC33	Q2V2S7
Q07356	Q39249
P56758	Q9SF38
Q8L8A5	Q9FHA7
P49599	Q9SL05
Q944H5	Q9FLZ5
F4HXY7	O23078
Q3ECJ5	Q9XF04
Q8VY10	Q9ZV85
Q8L8A5	Q9LM84
P56804	Q6NLP2
P56760	P61841
Q93ZM9	Q9LDU5
B5X4Z4	Q94A94
Q56YJ8	Q9CAD5
P51412	Q84R11
F4K6X0	Q9LVI9
A2RVM0	O80565
Q9LR64	Q9ZVZ9
Q42600	Q9S818
O65902	Q9ZU34
P62090	Q84RQ7
Q94K75	Q9SZL6
F4HZD1	Q8GWA7
Q8VYI5	Q9XI99
B3H4K7	Q9ZRT1
Q9S714	Q9ZQG8
Q8H0U5	Q8W496
Q8VY91	Q9ASV6
A2RVP7	Q9LZH8
P11490	Q9SUI6
P56762	Q9SZD6
Q9LZL3	Q9ZQ85
P49243	Q9SQI8
P61843	Q9S714
A0MES8	Q9C5T4
Q94KK7	Q9C615
Q4V399	Q8L6Z4
F4IMH3	P56762
P52422	Q05728
F4KAS1	Q9S818
Q0WWE3	Q8W4D6
F4KHL6	Q9SSF0
Q43307	Q8GXU8
P56773	P56794
Q8GZ79	Q8RWL5
P56804	Q9ASV6
Q8LCQ3	Q9ZVH8
O24606	Q9S7H8
Q8GXT3	Q93W88
O22609	Q9SXJ6
Q2MHE4	Q2MHE4
O80662	Q6NMS0
Q9LPR4	Q9SQI8
P56758	P56763
O80930	Q9LPP4
Q9LSL5	Q9LSL6
F4JUU5	Q9LMU1
Q94AP0	Q9LVW7
Q84VX3	Q8L3P4
Q8GWA9	Q8GWE0
P25864	P56797
A8MR00	O48776
Q9M0B9	Q9M0B9
Q9FGT1	Q9SYQ0
P39697	P56778
Q6DBG8	Q9ZVI7
Q944H2	Q9LTR2
F4K2R6	Q9S745
F4IF99	Q8VZA5
P56759	Q8S9L5
O23708	Q9SGW3
E0X9N4	Q9XEE6
Q9FZF1	Q9M1J1
Q9SKX4	Q9XJ27
Q43125	Q9SB00
Q9M2U2	Q9SLA8
A0SVK0	Q9SFD8
P56798	Q8VZ55
Q0WTI8	Q39084
Q42581	Q9SI61
A9LNK9	Q38961
F4ILR7	Q9FN48
Q93Y37	Q9FX97
Q8RX79	Q9SYL9
P56778	Q8H0W0
P31170	Q38854
Q9SI74	Q9SIC6
Q43125	Q9M280
Q9LTZ9	Q9M2Y6
Q9C524	Q9M7X9
P09468	P56755
Q8S9L5	Q9SCK3
Q39266	Q39266
O80575	Q8GWP5
Q7Y1W1	Q8LAP6
Q0WR66	Q94FL5
F4IVU1	Q8LGI3
Q8VZC3	Q9LDX1
P31170	Q38806
Q8RVQ9	Q9SQY0
O22203	Q9FI78
Q9SFU3	Q9SR79
Q3ECP0	Q6NNM0
P0CC33	P26289
O50061	Q8S9L5
Q8VY74	Q9M9K1
Q9LTH9	Q9M3H5
F4KD71	Q9ZPJ8
Q9STE8	Q9STE8
P56762	Q9LD95
Q9SPL2	Q9SPL2
F4ICA0	Q8VWI7
P16972	Q9S7N7
O22795	Q9SYH1
Q94B59	Q9FLZ9
Q8VZB2	Q93ZB9
O65420	Q8H1S7
O82258	Q6STH5
P56761	P56773
O49347	Q9SUI4
Q9FWS4	Q9SAI5
Q8L762	Q94A41
Q6NQL4	Q8VZA5
Q1H537	Q66WT5
O48850	Q9ZPV9
Q9SRP7	Q9ZQH1
Q8S8N9	Q9SJU9
P56798	P93014
Q93ZB6	Q9SW18
P56801	Q38885
Q84LH8	Q93WC4
P83755	Q43349
Q84VX3	Q93VC7
P09468	P56763
Q9C9P4	Q9SQR2
Q4PSK3	Q8L471
P0CC33	Q9SUI4
Q94A41	Q9LF50
Q8LEU3	Q93ZB6
Q9FT81	Q9SD85
Q9LRN8	Q9SYL9
O64903	P47924
Q9CAF9	Q9FLN4
O49603	Q8RXX5
Q3KTM0	Q8LEF6
O82462	P25873
Q84RK2	Q8VZW3
O64687	Q39204
P56782	P56796
Q29PZ2	Q9SKN3
Q9SKY8	Q9SSQ8
Q940A7	Q9STQ2
Q0WVH0	Q8L3P4
O24606	Q39204
Q9FHI0	Q9SYX1
Q9CAF9	Q9LXB4
Q8LDS3	Q9LJQ5
Q9LS86	Q9LS86
Q9C6Z3	Q9SQI8
O22763	O22763
Q8W4J8	Q9FIW5
Q39102	Q9FMD5
O82387	Q9SU24
Q9LNE6	Q9SD85
Q38833	Q9CA67
F4HRV8	Q8RX33
F4KF14	Q7Y1W1
P35510	Q9LVW3
Q6NPF9	Q9SJ89
Q93VQ0	Q9LT31
O49660	P27140
Q7XJN6	Q9LNC0
P56759	P56806
Q8GW20	Q8L7K4
O82162	Q9LND4
Q9LFL6	Q9LVL5
P56799	Q9FZ81
O64647	Q8L8A5
P56755	Q8H124
Q0WU02	Q6ICY4
Q9C642	Q9C793
P56808	Q9FLN4
Q8VZA0	Q9LTS7
Q6NMM8	Q9LY46
Q2V4G6	Q94AU9
Q8W4L5	Q946J8
Q38854	Q38893
Q94AQ8	Q9SUI5
Q7XJU1	Q9S9M8
O81852	Q9LYU8
Q1PFR7	Q8H1D2
Q9LD95	Q9S7Q2
Q9LSS5	Q9SLL2
Q8GYU0	Q8VYY5
O80770	Q9LHQ7
B3H6Y2	Q6NMC6
O80644	Q9LEV3
Q9S834	Q9XJ36
P49243	Q8W471
O22216	Q8LG50
P56759	Q9SA60
A8MS68	F4KIN4
Q9SCY3	Q9SSA5
Q945M9	Q9SFD8
Q9FI78	Q9S9N9
O23593	Q9LK61
Q93VQ0	Q9LFP1
O65567	Q8LBC0
Q9LRZ3	Q9M9H4
Q94EH8	Q9LYJ9
Q8RXX5	Q8VZ55
O22607	Q4PSK1
F4IL30	Q38961
Q9FUP0	Q9LVI4
Q95695	Q9S9N6
F4HXY7	F4KAK5
P56794	Q9LD95
O04609	Q8W4D6
Q93ZF5	Q94A21
C4B8C5	Q2V3I3
P92510	Q8RY59
O50061	P56806
Q2V4N6	Q9FKV1
Q1PF17	Q8W2F2
Q9FQ20	Q9LK27
O22806	Q9SA32
P33487	Q8LE98
Q9FNY2	Q9SZD1
O22806	Q9C6A9
Q9FNA2	Q9LG02
Q9C9K1	Q9SHE8
Q38833	Q9SAI5
Q9LVW3	Q9ZTC3
Q9FG89	Q9SUI5
P56799	P61841
Q6IWB2	Q6X7J9
F4J2K2	Q8LPN3
Q8GWA7	Q9FIG9
F4JKB6	Q0WMY5
O23304	Q9FYE2
Q3ECH9	Q8S8M2
Q9LF37	Q9SX29
Q07473	Q9S7N7
Q9SAI5	Q9ZPV5
O80644	Q9LZ23
P37107	P93014
Q9LIR4	Q9SLN1
P56791	Q9C6A1
O81208	Q949Q5
Q84RF2	Q9LVL4
P56778	Q8LBP4
Q9FNX8	Q9SGH6
P28297	Q9FFT4
Q9C5G0	Q9C6S2
P0CB25	Q9FYJ6
O22131	Q6X7J3
Q9S7P9	Q9ZSD4
Q8RWR2	Q9LES2
Q8S9L5	Q9FY50
Q9FPR2	Q9S740
P35510	Q9SIE1
Q9FMT4	Q9LG02
Q8VY91	Q8VZ55
Q9LZM8	Q9XFB1
F4JPR7	Q9LYC2
Q84WP3	Q9SHD0
Q8LBL5	Q9FPW6
P35631	Q93Z00
P56805	Q9M9H4
Q8L707	Q8LPK5
F4KDA5	Q9FZ81
Q93VM8	Q9SH30
Q8VY10	Q9C9G7
O49668	Q9XF91
Q38854	Q93VK5
P59277	Q9ZPV9
O65278	Q9M3B4
P56804	Q8VZ55
Q84Y95	Q9FGS4
Q8VYD2	Q8VYD2
P82281	P82281
O80612	Q94JM2
Q94AC8	Q9C666
Q6NL24	Q96329
Q8RXS1	Q9SMS0
P26288	Q9SUI6
Q84J39	Q9M2D8
Q8GTR4	Q8L735
Q94AQ8	Q9S7H1
P56794	Q8RX79
Q9M209	Q9M2E8
O82132	Q08298
Q4V3E2	Q84WW6
P56794	P56807
A0AQW4	Q9LVR0
F4IYH6	Q9FZ54
Q93Z00	Q9C7T4
P56791	Q9M385
Q8L3P4	Q9C552
Q67YG7	Q9FKQ9
O04196	Q8L762
Q5PP12	Q94F57
P93751	Q9FN69
O82768	Q9C5U8
F4IDJ0	Q9T0D7
Q96326	Q9M5P3
Q6DBA5	Q6NML5
Q9FZ24	Q9SY02
O22882	Q6DUW7
P56766	Q84MD6
Q8LCQ3	Q9LY91
Q84VW9	Q9S7E4
O22901	Q3E880
Q9FJP3	Q9SAI5
Q8VYF5	Q9C5C4
Q9LNC0	Q9LRV9
Q3ECD0	Q8L607
Q9FLX3	Q9LDE3
P16180	P56762
Q8GXT3	Q949U2
Q8LCQ4	Q9SUI4
Q8W4L5	Q8W5B1
O48772	Q7Y214
B7ZWR6	Q38906
C8KI33	Q9FME0
Q6NLP2	Q9FY50
Q2V4E2	Q941C5
Q8H1Q8	Q8RUS5
Q8RXD9	Q9FEB5
P56790	P83755
Q84VQ4	Q9LVM2
P39697	P62090
Q9LDE3	Q9XIR1
Q5M721	Q9CAF9
P56804	P93014
Q01909	Q9SYX1
O80634	Q9SUI6
Q0V7X4	Q9SN74
Q8L4X4	Q94CE5
P42736	Q9STP8
P56773	P56801
Q9SIC9	Q9SR43
Q8VYM4	Q9LYR5
P0DI07	Q84JE8
P56759	P56780
O82238	Q9SMN1
P26288	Q9LU21
P46313	Q9ZV85
O22151	Q9LRP1
P93014	Q9SX68
P56795	Q8VY91
O80439	P25864
Q29PV4	Q6DUW8
Q9STE8	Q9XGY4
Q9LU39	Q9XJ36
O22527	Q9MBA1
O23344	Q9S7H1
Q8L4R0	Q94A32
Q9LX31	Q9SIC9
O64471	O65921
Q6A331	Q9LUI3
P56763	Q9LK61
P56755	Q9LW15
P56805	Q8VWK4
P16180	P25873
O80809	Q8H1D2
Q8W4I6	Q9XJ27
Q9LD43	Q9LPR4
O23049	Q9LY66
P92959	Q9MAP3
O49782	Q9LYR0
P46313	Q93V66
F4JZW1	Q9ZT49
P42732	Q9M9H4
P43291	Q39090
Q9LVM2	Q9LYA9
Q8RWV0	Q9SAU2
Q5XEZ0	Q9C5D6
Q5E915	Q8L8T7
O49347	Q9S7N7
F4JLC1	Q8VZV9
P61841	Q8RY59
Q9FGC7	Q9MBA1
Q94AY1	Q9FGS4
P83755	Q07473
P56755	P56807
P51566	Q9SGN7
O80796	Q8LBP4
P56808	Q9SYL9
P56758	Q8L7T6
A0MES8	Q9SIC9
P56751	P56759
O04425	O22607
P92959	Q94A65
O04086	Q9S9M8
Q8LPK5	Q9ZQC6
O80634	Q9LU21
Q8GYL3	Q9M3B4
P56799	Q9LXE1
Q8GYA6	Q9SGW3
Q9FMT1	Q9SLN1
Q1JPP8	Q9LPP4
O22151	Q9LFP1
F4HXY7	Q84V22
P57720	Q9FNJ8
P56799	Q8RXU6
Q9CA67	Q9M591
O82462	Q8L9S1
Q38885	Q9M385
Q84TD8	Q8LPQ9
O22977	Q9ZV87
P93311	Q9LRN8
O22264	O22264
Q9ZP59	Q9ZP59
Q93WJ9	Q9XFB1
F4I312	Q9SGQ6
F4KF65	O23215
Q9C7Y4	Q9LZ66
P93014	Q9LER7
Q9FKE9	Q9ZQ47
P56805	Q9FWS4
Q058P4	Q058P4
O49203	Q9XJ27
Q8RXK2	Q9CAF6
